"Gilt Name","Close of Business Date","ISIN","Type","Coupon","Maturity","Clean Price","Dirty Price","Yield","Mod Duration","Accrued Interest"
"FRTR 0.25 11/26","8/20/2025","FR0013200813","Conventional","0.250","11/25/2026","97.892","98.076932","1.959342","1.233568","0.184932"
"BTPS 1.25 12/26","8/20/2025","IT0005210650","Conventional","1.250","12/1/2026","99.124","99.404050","1.957340","1.242290","0.280050"
"BKO 2 12/26","8/20/2025","DE000BU22072","Conventional","2.000","12/10/2026","100.123","101.777091","1.899162","1.255477","1.654091"
"BTPS 0.85 01/27","8/20/2025","IT0005390874","Conventional","0.850","1/15/2027","98.479","98.566770","1.968604","1.363500","0.087770"
"NETHR  01/27","8/20/2025","NL0015031501","Conventional","N/A","1/15/2027","97.366","97.366000","1.924944","1.373560","N/A"
"UKT 4.125 01/27","8/20/2025","GB00BL6C7720","Conventional","4.125","1/29/2027","100.249","100.506812","3.943538","1.380220","0.257812"
"SPGB  01/27","8/20/2025","ES0000012J15","Conventional","N/A","1/31/2027","97.198","97.198000","1.984070","1.418433","N/A"
"DBR 0.25 02/27","8/20/2025","DE0001102416","Conventional","0.250","2/15/2027","97.657","97.785767","1.864051","1.455271","0.128767"
"BTPS 2.95 02/27","8/20/2025","IT0005580045","Conventional","2.950","2/15/2027","101.227","101.283110","2.114872","1.429318","0.056110"
"FRTR  02/27","8/20/2025","FR0014003513","Conventional","N/A","2/25/2027","97.092","97.092000","1.970539","1.483104","N/A"
"BTPS 2.55 02/27","8/20/2025","IT0005633794","Conventional","2.550","2/25/2027","100.649","101.902870","2.121619","1.440458","1.253870"
"UKT 3.75 03/27","8/20/2025","GB00BPSNB460","Conventional","3.750","3/7/2027","99.750","101.451766","3.917182","1.462903","1.701766"
"BKO 2.2 03/27","8/20/2025","DE000BU22080","Conventional","2.200","3/11/2027","100.446","101.675589","1.900377","1.498448","1.229589"
"BTPS 1.1 04/27","8/20/2025","IT0005484552","Conventional","1.100","4/1/2027","98.515","98.944780","2.052845","1.560723","0.429780"
"PGB 4.125 04/27","8/20/2025","PTOTEUOE0019","Conventional","4.125","4/14/2027","103.536","105.005178","1.913815","1.574888","1.469178"
"RFGB 1.375 04/27","8/20/2025","FI4000527551","Conventional","1.375","4/15/2027","99.025","99.510959","1.980773","1.601215","0.485959"
"OBL  04/27","8/20/2025","DE0001141851","Conventional","N/A","4/16/2027","96.960","96.960000","1.889415","1.618731","N/A"
"RAGB 0.5 04/27","8/20/2025","AT0000A1VGK0","Conventional","0.500","4/20/2027","97.608","97.777863","1.978036","1.623120","0.169863"
"GGB 2 04/27","8/20/2025","GR0118020685","Conventional","2.000","4/22/2027","99.954","100.622493","2.025614","1.613458","0.668493"
"SPGB 1.5 04/27","8/20/2025","ES00000128P8","Conventional","1.500","4/30/2027","99.227","99.695493","1.968262","1.640536","0.468493"
"IRISH 0.2 05/27","8/20/2025","IE00BKFVC568","Conventional","0.200","5/15/2027","97.077","97.131247","1.935326","1.693953","0.054247"
"FRTR 1 05/27","8/20/2025","FR0013250560","Conventional","1.000","5/25/2027","98.269","98.512836","2.011996","1.711725","0.243836"
"SPGB 2.5 05/27","8/20/2025","ES0000012M77","Conventional","2.500","5/31/2027","100.816","101.384493","2.024161","1.713636","0.568493"
"BTPS 2.2 06/27","8/20/2025","IT0005240830","Conventional","2.200","6/1/2027","100.305","100.797900","2.033735","1.708862","0.492900"
"BKO 1.7 06/27","8/20/2025","DE000BU22098","Conventional","1.700","6/10/2027","99.618","100.176904","1.914576","1.747673","0.558904"
"OLO 0.8 06/27","8/20/2025","BE0000341504","Conventional","0.800","6/22/2027","97.868","98.001699","1.995552","1.789144","0.133699"
"DBR 6.5 07/27","8/20/2025","DE0001135044","Conventional","6.500","7/4/2027","108.352","109.224603","1.897578","1.773549","0.872603"
"RAGB 6.25 07/27","8/20/2025","AT0000383864","Conventional","6.250","7/15/2027","107.805","108.455685","2.009897","1.803042","0.650685"
"NETHR 0.75 07/27","8/20/2025","NL0012171458","Conventional","0.750","7/15/2027","97.775","97.853082","1.956568","1.852120","0.078082"
"BTPS 3.45 07/27","8/20/2025","IT0005599904","Conventional","3.450","7/15/2027","102.424","102.780250","2.149726","1.808290","0.356250"
"UKT 1.25 07/27","8/20/2025","GB00BDRHNP05","Conventional","1.250","7/22/2027","95.374","95.475902","3.771803","1.864225","0.101902"
"OATEI 1.85 07/27","8/20/2025","FR0011008705","Conventional","1.850","7/25/2027","102.829","103.023337","0.370974","1.898340","0.194337"
"SPGB 0.8 07/27","8/20/2025","ES0000012G26","Conventional","0.800","7/30/2027","97.709","97.759411","2.017669","1.890805","0.050411"
"BTPS 2.05 08/27","8/20/2025","IT0005274805","Conventional","2.050","8/1/2027","99.980","100.096980","2.067919","1.876611","0.116980"
"DBR 0.5 08/27","8/20/2025","DE0001102424","Conventional","0.500","8/15/2027","97.304","97.313589","1.899659","1.938945","0.009589"
"BTPS 2.1 08/27","8/20/2025","IT0005657330","Conventional","2.100","8/26/2027","99.864","100.188860","2.181269","1.931107","0.324860"
"RFGB 0.5 09/27","8/20/2025","FI4000278551","Conventional","0.500","9/15/2027","96.949","97.416123","2.022746","2.009824","0.467123"
"BTPS 0.95 09/27","8/20/2025","IT0005416570","Conventional","0.950","9/15/2027","97.740","98.153040","2.084173","1.999637","0.413040"
"BKO 1.9 09/27","8/20/2025","DE000BU22106","Conventional","1.900","9/16/2027","99.942","100.129397","1.926339","2.008110","0.187397"
"FRTR 2.5 09/27","8/20/2025","FR001400NBC6","Conventional","2.500","9/24/2027","100.845","103.118973","2.081673","1.977150","2.273973"
"EU 2 10/27","8/20/2025","EU000A3K4DS6","Conventional","2.000","10/4/2027","99.869","101.633384","2.062816","2.017690","1.764384"
"OBL 1.3 10/27","8/20/2025","DE0001141869","Conventional","1.300","10/15/2027","98.757","99.864671","1.895278","2.070010","1.107671"
"OBL 1.3 10/27","8/20/2025","DE0001030740","Conventional","1.300","10/15/2027","98.763","99.870671","1.892376","2.070070","1.107671"
"BTPS 2.7 10/27","8/20/2025","IT0005622128","Conventional","2.700","10/15/2027","101.081","102.032640","2.193177","2.037616","0.951640"
"PGB 0.7 10/27","8/20/2025","PTOTEMOE0035","Conventional","0.700","10/15/2027","97.411","98.007438","1.941907","2.086203","0.596438"
"OLO  10/27","8/20/2025","BE0000351602","Conventional","N/A","10/22/2027","95.736","95.736000","2.031118","2.123983","N/A"
"FRTR 2.75 10/27","8/20/2025","FR0011317783","Conventional","2.750","10/25/2027","101.363","103.630808","2.100484","2.053434","2.267808"
"SPGB 1.45 10/27","8/20/2025","ES0000012A89","Conventional","1.450","10/31/2027","98.743","99.914918","2.038641","2.108380","1.171918"
"BTPS 6.5 11/27","8/20/2025","IT0001174611","Conventional","6.500","11/1/2027","109.320","111.315920","2.136345","2.006840","1.995920"
"EU 2.5 11/27","8/20/2025","EU000A1HBXS7","Conventional","2.500","11/4/2027","100.878","102.871151","2.086074","2.087094","1.993151"
"DBR  11/27","8/20/2025","DE0001102523","Conventional","N/A","11/15/2027","95.849","95.849000","1.916864","2.190881","N/A"
"BTPS 2.65 12/27","8/20/2025","IT0005500068","Conventional","2.650","12/1/2027","101.070","101.663720","2.176568","2.164749","0.593720"
"EU 2.875 12/27","8/20/2025","EU000A3K4EW6","Conventional","2.875","12/6/2027","101.742","103.782068","2.085462","2.163250","2.040068"
"UKT 4.25 12/27","8/20/2025","GB00B16NNR78","Conventional","4.250","12/7/2027","101.143","102.013902","3.723603","2.153823","0.870902"
"SPGEI 0.65 11/27","8/20/2025","ES00000128S2","Conventional","0.650","11/30/2027","100.323","100.925507","0.506634","2.243320","0.602507"
"DBR 5.625 01/28","8/20/2025","DE0001135069","Conventional","5.625","1/4/2028","108.473","112.017521","1.927602","2.179213","3.544521"
"NETHR 5.5 01/28","8/20/2025","NL0000102317","Conventional","5.500","1/15/2028","108.075","111.375000","2.014008","2.209497","3.300000"
"GGB 3.75 01/28","8/20/2025","GR0124034688","Conventional","3.750","1/30/2028","103.789","105.884890","2.136334","2.287696","2.095890"
"SPGB  01/28","8/20/2025","ES0000012I08","Conventional","N/A","1/31/2028","95.018","95.018000","2.113150","2.393262","N/A"
"UKT 0.125 01/28","8/20/2025","GB00BMBL1G81","Conventional","0.125","1/31/2028","91.707","91.714133","3.707038","2.395247","0.007133"
"BTPS 2 02/28","8/20/2025","IT0005323032","Conventional","2.000","2/1/2028","99.676","99.790130","2.147915","2.343593","0.114130"
"DBR 0.5 02/28","8/20/2025","DE0001102440","Conventional","0.500","2/15/2028","96.554","96.811534","1.933196","2.422839","0.257534"
"RAGB 0.75 02/28","8/20/2025","AT0000A1ZGE4","Conventional","0.750","2/20/2028","96.718","97.094027","2.111476","2.424659","0.376027"
"FRTR 0.75 02/28","8/20/2025","FR001400AIN5","Conventional","0.750","2/25/2028","96.543","96.908753","2.178100","2.436461","0.365753"
"UKT 4.375 03/28","8/20/2025","GB00BSQNRC93","Conventional","4.375","3/7/2028","101.012","102.997394","3.952548","2.344903","1.985394"
"UKT 4.5 06/28","8/20/2025","GB00BMF9LG83","Conventional","4.500","6/7/2028","101.514","102.436131","3.920812","2.585648","0.922131"
"OATI 0.1 03/28","8/20/2025","FR0013238268","Conventional","0.100","3/1/2028","98.183","98.240222","0.830610","2.499494","0.057222"
"BTPS 0.25 03/28","8/20/2025","IT0005433690","Conventional","0.250","3/15/2028","95.221","95.329700","2.187377","2.500838","0.108700"
"OLO 5.5 03/28","8/20/2025","BE0000291972","Conventional","5.500","3/28/2028","108.461","110.676068","2.112354","2.400338","2.215068"
"BTPS 3.4 04/28","8/20/2025","IT0005521981","Conventional","3.400","4/1/2028","102.963","104.291420","2.232038","2.439676","1.328420"
"EU 2.875 04/28","8/20/2025","EU000A1G6TV9","Conventional","2.875","4/4/2028","101.874","102.976740","2.128201","2.481524","1.102740"
"OBL 2.2 04/28","8/20/2025","DE000BU25000","Conventional","2.200","4/13/2028","100.598","101.387589","1.963513","2.527589","0.789589"
"SPGB 1.4 04/28","8/20/2025","ES0000012B39","Conventional","1.400","4/30/2028","98.093","98.530260","2.132098","2.595917","0.437260"
"IRISH 0.9 05/28","8/20/2025","IE00BDHDPR44","Conventional","0.900","5/15/2028","96.976","97.220110","2.050112","2.647313","0.244110"
"BTPEI 1.3 05/28","8/20/2025","IT0005246134","Conventional","1.300","5/15/2028","101.312","101.759396","0.814760","2.661774","0.447396"
"FRTR 0.75 05/28","8/20/2025","FR0013286192","Conventional","0.750","5/25/2028","96.072","96.254877","2.234795","2.673595","0.182877"
"SPGB 2.4 05/28","8/20/2025","ES0000012O59","Conventional","2.400","5/31/2028","100.533","101.078753","2.198021","2.644924","0.545753"
"EU  06/28","8/20/2025","EU000A287074","Conventional","N/A","6/2/2028","94.345","94.345000","2.117507","2.720476","N/A"
"GREECE 3.875 06/28","8/20/2025","GR0114033583","Conventional","3.875","6/15/2028","104.377","105.098918","2.249795","2.646333","0.721918"
"BTPS 2.65 06/28","8/20/2025","IT0005641029","Conventional","2.650","6/15/2028","100.951","101.443350","2.311643","2.656988","0.492350"
"OLO 0.8 06/28","8/20/2025","BE0000345547","Conventional","0.800","6/22/2028","96.316","96.449699","2.154043","2.749380","0.133699"
"DBR 4.75 07/28","8/20/2025","DE0001135085","Conventional","4.750","7/4/2028","107.609","108.246671","1.990125","2.683768","0.637671"
"EU 2.625 07/28","8/20/2025","EU000A4D5QM6","Conventional","2.625","7/4/2028","101.209","101.561397","2.183997","2.730558","0.352397"
"RFGB 2.75 07/28","8/20/2025","FI4000037635","Conventional","2.750","7/4/2028","101.761","102.130178","2.109080","2.729402","0.369178"
"BTPS 0.5 07/28","8/20/2025","IT0005445306","Conventional","0.500","7/15/2028","95.135","95.186630","2.252301","2.819379","0.051630"
"NETHR 0.75 07/28","8/20/2025","NL0012818504","Conventional","0.750","7/15/2028","96.293","96.371082","2.082087","2.814525","0.078082"
"SPGB 1.4 07/28","8/20/2025","ES0000012B88","Conventional","1.400","7/30/2028","97.734","97.822219","2.202900","2.835416","0.088219"
"BTPS 3.8 08/28","8/20/2025","IT0005548315","Conventional","3.800","8/1/2028","104.254","104.470850","2.309464","2.746700","0.216850"
"DBR 0.25 08/28","8/20/2025","DE0001102457","Conventional","0.250","8/15/2028","94.997","95.001795","1.995478","2.914962","0.004795"
"BTPS 4.75 09/28","8/20/2025","IT0004889033","Conventional","4.750","9/1/2028","107.125","109.370920","2.312875","2.740258","2.245920"
"RFGB 0.5 09/28","8/20/2025","FI4000348727","Conventional","0.500","9/15/2028","95.002","95.469123","2.203736","2.969386","0.467123"
"FRTR 2.4 09/28","8/20/2025","FR001400XLW2","Conventional","2.400","9/24/2028","100.238","102.421014","2.318537","2.885316","2.183014"
"EU  10/28","8/20/2025","EU000A3KWCF4","Conventional","N/A","10/4/2028","93.404","93.404000","2.212715","3.050313","N/A"
"CCT 3.044 10/28","8/20/2025","IT0005534984","Conventional","3.044","10/15/2028","101.685","102.775770","2.363529","N/A","1.090770"
"PGB 2.125 10/28","8/20/2025","PTOTEVOE0018","Conventional","2.125","10/17/2028","100.165","101.963973","2.069473","2.969006","1.798973"
"OBL 2.4 10/28","8/20/2025","DE000BU25018","Conventional","2.400","10/19/2028","101.084","103.102630","2.041100","2.961094","2.018630"
"RAGB  10/28","8/20/2025","AT0000A2VB47","Conventional","N/A","10/20/2028","93.303","93.303000","2.216676","3.093080","N/A"
"UKT 1.625 10/28","8/20/2025","GB00BFX0ZL78","Conventional","1.625","10/22/2028","93.607","94.144227","3.783893","3.024860","0.537227"
"SPGB 5.15 10/28","8/20/2025","ES00000124C5","Conventional","5.150","10/31/2028","108.828","112.990329","2.249749","2.859120","4.162329"
"DBR  11/28","8/20/2025","DE0001102556","Conventional","N/A","11/15/2028","93.760","93.760000","2.013013","3.169083","N/A"
"FRTR 0.75 11/28","8/20/2025","FR0013341682","Conventional","0.750","11/25/2028","95.027","95.581794","2.351876","3.140334","0.554794"
"BTPS 2.8 12/28","8/20/2025","IT0005340929","Conventional","2.800","12/1/2028","101.618","102.245320","2.296993","3.065331","0.627320"
"EU 3.125 12/28","8/20/2025","EU000A3K4EN5","Conventional","3.125","12/5/2028","102.716","104.942027","2.256300","3.044058","2.226027"
"UKT 6 12/28","8/20/2025","GB0002404191","Conventional","6.000","12/7/2028","106.773","108.002508","3.791812","2.959312","1.229508"
"NETHR  01/29","8/20/2025","NL0015000LS8","Conventional","N/A","1/15/2029","92.958","92.958000","2.170947","3.327756","N/A"
"BTPS 2.35 01/29","8/20/2025","IT0005660052","Conventional","2.350","1/15/2029","99.761","100.003660","2.437957","3.199082","0.242660"
"SPGB 6 01/29","8/20/2025","ES0000011868","Conventional","6.000","1/31/2029","112.214","115.550986","2.267950","3.070273","3.336986"
"UKT 0.5 01/29","8/20/2025","GB00BLPK7227","Conventional","0.500","1/31/2029","89.329","89.357533","3.838216","3.350636","0.028533"
"BTPS 4.1 02/29","8/20/2025","IT0005566408","Conventional","4.100","2/1/2029","105.535","105.768970","2.428972","3.168782","0.233970"
"DBR 0.25 02/29","8/20/2025","DE0001102465","Conventional","0.250","2/15/2029","94.013","94.141767","2.047312","3.399760","0.128767"
"BTPS 0.45 02/29","8/20/2025","IT0005467482","Conventional","0.450","2/15/2029","93.610","93.618560","2.387480","3.375937","0.008560"
"RAGB 0.5 02/29","8/20/2025","AT0000A269M8","Conventional","0.500","2/20/2029","94.073","94.323685","2.281419","3.390299","0.250685"
"FRTR 2.75 02/29","8/20/2025","FR001400HI98","Conventional","2.750","2/25/2029","101.123","102.464096","2.410252","3.276753","1.341096"
"OATEI 0.1 03/29","8/20/2025","FR0013410552","Conventional","0.100","3/1/2029","97.611","97.669773","0.790189","3.489626","0.058773"
"GGB 3.875 03/29","8/20/2025","GR0124035693","Conventional","3.875","3/12/2029","104.941","106.671000","2.404389","3.263199","1.730000"
"OBL 2.1 04/29","8/20/2025","DE000BU25026","Conventional","2.100","4/12/2029","99.994","100.753452","2.100279","3.444291","0.759452"
"OBL 2.1 04/29","8/20/2025","DE000BU35025","Conventional","2.100","4/12/2029","100.006","100.765452","2.096821","3.444416","0.759452"
"RFGB 2.875 04/29","8/20/2025","FI4000557525","Conventional","2.875","4/15/2029","101.993","103.009096","2.296850","3.405786","1.016096"
"CCT 2.894 04/29","8/20/2025","IT0005451361","Conventional","2.894","4/15/2029","101.075","102.112020","2.458027","N/A","1.037020"
"FRTR 5.5 04/29","8/20/2025","FR0000571218","Conventional","5.500","4/25/2029","110.645","112.438151","2.431981","3.309256","1.793151"
"SPGB 1.45 04/29","8/20/2025","ES0000012E51","Conventional","1.450","4/30/2029","96.895","97.347877","2.337576","3.518787","0.452877"
"IRISH 1.1 05/29","8/20/2025","IE00BH3SQ895","Conventional","1.100","5/15/2029","95.969","96.267356","2.238159","3.582111","0.298356"
"UKT 4.125 07/29","8/20/2025","GB00BQC82B83","Conventional","4.125","7/22/2029","100.442","100.778277","4.001231","3.575917","0.336277"
"BTPEI 1.5 05/29","8/20/2025","IT0005543803","Conventional","1.500","5/15/2029","101.848","102.276815","0.996533","3.593821","0.428815"
"RAGB 2.9 05/29","8/20/2025","AT0000A33SH3","Conventional","2.900","5/23/2029","102.173","102.896014","2.287115","3.506691","0.723014"
"FRTR 0.5 05/29","8/20/2025","FR0013407236","Conventional","0.500","5/25/2029","93.051","93.172918","2.459106","3.635651","0.121918"
"SPGB 3.5 05/29","8/20/2025","ES0000012M51","Conventional","3.500","5/31/2029","103.992","104.787890","2.379096","3.495671","0.795890"
"BTPS 2.8 06/29","8/20/2025","IT0005495731","Conventional","2.800","6/15/2029","101.194","101.714220","2.484750","3.539634","0.520220"
"PGB 1.95 06/29","8/20/2025","PTOTEXOE0024","Conventional","1.950","6/15/2029","99.125","99.488288","2.190774","3.620478","0.363288"
"OLO 0.9 06/29","8/20/2025","BE0000347568","Conventional","0.900","6/22/2029","94.740","94.890411","2.350747","3.691140","0.150411"
"BTPS 3.35 07/29","8/20/2025","IT0005584849","Conventional","3.350","7/1/2029","103.055","103.528370","2.527548","3.552715","0.473370"
"EU  07/29","8/20/2025","EU000A3KRJQ6","Conventional","N/A","7/4/2029","91.498","91.498000","2.325085","3.777914","N/A"
"NETHR 0.25 07/29","8/20/2025","NL0013332430","Conventional","0.250","7/15/2029","92.675","92.701027","2.234037","3.795464","0.026027"
"OATI 3.4 07/29","8/20/2025","FR0000186413","Conventional","3.400","7/25/2029","109.685","110.077214","0.877578","3.707759","0.392214"
"SPGB 0.8 07/29","8/20/2025","ES0000012K53","Conventional","0.800","7/30/2029","94.012","94.062411","2.412441","3.796280","0.050411"
"BTPS 3 08/29","8/20/2025","IT0005365165","Conventional","3.000","8/1/2029","102.065","102.236200","2.462030","3.654754","0.171200"
"DBR  08/29","8/20/2025","DE0001102473","Conventional","N/A","8/15/2029","92.036","92.036000","2.106638","3.898691","N/A"
"RFGB 0.5 09/29","8/20/2025","FI4000369467","Conventional","0.500","9/15/2029","92.893","93.360123","2.353355","3.921215","0.467123"
"BTPS 3 10/29","8/20/2025","IT0005611055","Conventional","3.000","10/1/2029","101.686","102.858130","2.580985","3.758298","1.172130"
"EU 1.375 10/29","8/20/2025","EU000A1ZR7H3","Conventional","1.375","10/4/2029","96.123","97.336014","2.373979","3.887867","1.213014"
"EU 2.875 10/29","8/20/2025","EU000A3L1CN4","Conventional","2.875","10/5/2029","101.886","104.414425","2.388037","3.762465","2.528425"
"OBL 2.5 10/29","8/20/2025","DE000BU25034","Conventional","2.500","10/11/2029","101.307","104.045135","2.165060","3.797950","2.738135"
"RAGB 2.5 10/29","8/20/2025","AT0000A3EPP2","Conventional","2.500","10/20/2029","100.563","102.973098","2.355084","3.823079","2.410098"
"OLO 2.7 10/29","8/20/2025","BE0000362716","Conventional","2.700","10/22/2029","101.143","103.391767","2.407293","3.821075","2.248767"
"UKT 0.875 10/29","8/20/2025","GB00BJMHB534","Conventional","0.875","10/22/2029","88.553","88.842276","3.874403","4.007496","0.289276"
"SPGB 0.6 10/29","8/20/2025","ES0000012F43","Conventional","0.600","10/31/2029","92.772","93.256932","2.434404","4.031109","0.484932"
"BTPS 5.25 11/29","8/20/2025","IT0001278511","Conventional","5.250","11/1/2029","111.029","112.641090","2.479045","3.696110","1.612090"
"DBR 2.1 11/29","8/20/2025","DE0001102622","Conventional","2.100","11/15/2029","99.711","101.321959","2.171190","3.945326","1.610959"
"FRTR  11/29","8/20/2025","FR0013451507","Conventional","N/A","11/25/2029","89.873","89.873000","2.537909","4.154828","N/A"
"EU 1.625 12/29","8/20/2025","EU000A3K7MW2","Conventional","1.625","12/4/2029","96.837","97.998986","2.409805","4.027021","1.161986"
"BTPS 3.85 12/29","8/20/2025","IT0005519787","Conventional","3.850","12/15/2029","105.177","105.892300","2.587210","3.902798","0.715300"
"DBR 6.25 01/30","8/20/2025","DE0001135143","Conventional","6.250","1/4/2030","116.858","120.796356","2.161826","3.785453","3.938356"
"NETHR 2.5 01/30","8/20/2025","NL0015001DQ7","Conventional","2.500","1/15/2030","100.782","102.282000","2.309391","4.069231","1.500000"
"SPGB 2.7 01/30","8/20/2025","ES0000012O00","Conventional","2.700","1/31/2030","100.863","102.364644","2.490475","4.087404","1.501644"
"DBR  02/30","8/20/2025","DE0001102499","Conventional","N/A","2/15/2030","90.813","90.813000","2.171951","4.389592","N/A"
"PGB 3.875 02/30","8/20/2025","PTOTEROE0014","Conventional","3.875","2/15/2030","106.562","108.557890","2.315119","4.046144","1.995890"
"RAGB  02/30","8/20/2025","AT0000A2CQD2","Conventional","N/A","2/20/2030","89.799","89.799000","2.420590","4.392310","N/A"
"FRTR 2.75 02/30","8/20/2025","FR001400PM68","Conventional","2.750","2/25/2030","100.627","101.968096","2.598850","4.145091","1.341096"
"BTPS 3.5 03/30","8/20/2025","IT0005024234","Conventional","3.500","3/1/2030","104.064","105.718890","2.559902","4.063291","1.654890"
"UKT 4.375 03/30","8/20/2025","GB00BSQNRD01","Conventional","4.375","3/7/2030","101.235","103.909275","4.073899","3.986731","2.674275"
"BTPS 1.35 04/30","8/20/2025","IT0005383309","Conventional","1.350","4/1/2030","94.659","95.186460","2.603159","4.342530","0.527460"
"CCT 2.994 10/30","8/20/2025","IT0005491250","Conventional","2.994","10/15/2030","101.085","102.157850","2.638549","N/A","1.072850"
"DBREI 0.5 04/30","8/20/2025","DE0001030559","Conventional","0.500","4/15/2030","99.584","99.812731","0.590954","4.569932","0.228731"
"RFGB 2.5 04/30","8/20/2025","FI4000577952","Conventional","2.500","4/15/2030","100.275","101.158562","2.435108","4.304158","0.883562"
"OBL 2.4 04/30","8/20/2025","DE000BU25042","Conventional","2.400","4/18/2030","100.767","102.200425","2.221401","4.309229","1.433425"
"SPGB 0.5 04/30","8/20/2025","ES0000012F76","Conventional","0.500","4/30/2030","91.191","91.347164","2.515355","4.521436","0.156164"
"IRISH 2.4 05/30","8/20/2025","IE00BJ38CR43","Conventional","2.400","5/15/2030","100.066","100.716959","2.383815","4.395150","0.650959"
"BTPEI 0.4 05/30","8/20/2025","IT0005387052","Conventional","0.400","5/15/2030","97.151","97.284408","1.020914","4.638114","0.133408"
"FRTR 2.5 05/30","8/20/2025","FR0011883966","Conventional","2.500","5/25/2030","99.431","100.040589","2.627478","4.401660","0.609589"
"BTPS 3.7 06/30","8/20/2025","IT0005542797","Conventional","3.700","6/15/2030","104.546","105.233430","2.701492","4.323432","0.687430"
"GGB 1.5 06/30","8/20/2025","GR0124036709","Conventional","1.500","6/18/2030","94.960","95.227123","2.625805","4.552086","0.267123"
"OLO 0.1 06/30","8/20/2025","BE0000349580","Conventional","0.100","6/22/2030","89.079","89.095712","2.529023","4.703207","0.016712"
"BTPS 2.95 07/30","8/20/2025","IT0005637399","Conventional","2.950","7/1/2030","101.076","101.492850","2.729824","4.425755","0.416850"
"NETHR  07/30","8/20/2025","NL0014555419","Conventional","N/A","7/15/2030","89.182","89.182000","2.366069","4.782728","N/A"
"OATEI 0.7 07/30","8/20/2025","FR0011982776","Conventional","0.700","7/25/2030","99.309","99.377978","0.843837","4.813349","0.068978"
"SPGB 1.95 07/30","8/20/2025","ES00000127A2","Conventional","1.950","7/30/2030","97.292","97.414877","2.540241","4.628666","0.122877"
"BTPS 0.95 08/30","8/20/2025","IT0005403396","Conventional","0.950","8/1/2030","92.100","92.154210","2.684168","4.705987","0.054210"
"DBR  08/30","8/20/2025","DE0001102507","Conventional","N/A","8/15/2030","89.672","89.672000","2.212753","4.872995","N/A"
"DBR  08/30","8/20/2025","DE0001030708","Conventional","N/A","8/15/2030","89.692","89.692000","2.208177","4.873213","N/A"
"RFGB  09/30","8/20/2025","FI4000441878","Conventional","N/A","9/15/2030","88.240","88.240000","2.500468","4.942176","N/A"
"BTPS 2.7 10/30","8/20/2025","IT0005654642","Conventional","2.700","10/1/2030","99.685","100.216150","2.785568","4.651330","0.531150"
"EU  10/30","8/20/2025","EU000A283859","Conventional","N/A","10/4/2030","88.220","88.220000","2.479262","4.993994","N/A"
"OBL 2.2 10/30","8/20/2025","DE000BU25059","Conventional","2.200","10/10/2030","99.652","99.911178","2.270446","4.793817","0.259178"
"IRISH 0.2 10/30","8/20/2025","IE00BKFVC899","Conventional","0.200","10/18/2030","89.141","89.309767","2.468691","5.000314","0.168767"
"PGB 0.475 10/30","8/20/2025","PTOTELOE0028","Conventional","0.475","10/18/2030","90.646","91.046822","2.426743","4.960247","0.400822"
"RAGB 3.45 10/30","8/20/2025","AT0000A38239","Conventional","3.450","10/20/2030","104.535","107.427329","2.501328","4.582547","2.892329"
"OLO 2.6 10/30","8/20/2025","BE0000365743","Conventional","2.600","10/22/2030","100.027","100.689466","2.594720","4.745397","0.662466"
"UKT 0.375 10/30","8/20/2025","GB00BL68HH02","Conventional","0.375","10/22/2030","83.309","83.432975","3.979071","5.011755","0.123975"
"SPGB 1.25 10/30","8/20/2025","ES0000012G34","Conventional","1.250","10/31/2030","93.516","94.526274","2.600737","4.874179","1.010274"
"DBR 2.4 11/30","8/20/2025","DE000BU27006","Conventional","2.400","11/15/2030","100.596","102.437096","2.276904","4.784545","1.841096"
"BTPS 4 11/30","8/20/2025","IT0005561888","Conventional","4.000","11/15/2030","105.929","107.005090","2.792892","4.612107","1.076090"
"FRTR  11/30","8/20/2025","FR0013516549","Conventional","N/A","11/25/2030","86.818","86.818000","2.723672","5.120800","N/A"
"SPGEI 1 11/30","8/20/2025","ES00000127C8","Conventional","1.000","11/30/2030","100.597","101.525720","0.882574","5.088305","0.928720"
"BTPS 1.65 12/30","8/20/2025","IT0005413171","Conventional","1.650","12/1/2030","94.662","95.031670","2.760742","4.915278","0.369670"
"EU 3.125 12/30","8/20/2025","EU000A3LNF05","Conventional","3.125","12/4/2030","102.840","105.074589","2.542284","4.735970","2.234589"
"UKT 4.75 12/30","8/20/2025","GB00B24FF097","Conventional","4.750","12/7/2030","103.405","104.378361","4.028291","4.618866","0.973361"
"DBR 5.5 01/31","8/20/2025","DE0001135176","Conventional","5.500","1/4/2031","116.024","119.489753","2.291640","4.599887","3.465753"
"DBR  02/31","8/20/2025","DE0001102531","Conventional","N/A","2/15/2031","88.432","88.432000","2.266653","5.363363","N/A"
"BTPS 3.5 02/31","8/20/2025","IT0005580094","Conventional","3.500","2/15/2031","103.385","103.451580","2.846092","4.905915","0.066580"
"RAGB  02/31","8/20/2025","AT0000A2NW83","Conventional","N/A","2/20/2031","86.977","86.977000","2.569945","5.360859","N/A"
"FRTR 2.7 02/31","8/20/2025","FR001400Z2L7","Conventional","2.700","2/25/2031","99.590","100.906712","2.779417","4.991806","1.316712"
"IRISH 1.35 03/31","8/20/2025","IE00BFZRQ242","Conventional","1.350","3/18/2031","94.309","94.889685","2.454886","5.237418","0.580685"
